# Detector n: 1 Z
9 37 0. 0.
10 37 0. 0.
11 37 0. 0.
12 37 0. 0.
13 37               0 0
14 37               0 0
15 37               0 0
16 37        0.357755 66.6667
17 37               0 0
18 37       0.0164597 5.97421
19 37               0 0
20 37               0 0
21 37 0. 0.
22 37 0. 0.
23 37 0. 0.
24 37 0. 0.
25 37 0. 0.
26 37 0. 0.
27 37 0. 0.
28 37 0. 0.
29 37 0. 0.
30 37 0. 0.
31 37 0. 0.
32 37 0. 0.
33 37 0. 0.
34 37 0. 0.

# Block n: 3 A:38
1 38 0. 0.
2 38 0. 0.
3 38 0. 0.
4 38 0. 0.
5 38 0. 0.
6 38 0. 0.
7 38 0. 0.
8 38 0. 0.
9 38 0. 0.
10 38 0. 0.
11 38 0. 0.
12 38 0. 0.
13 38               0 0
14 38               0 0
15 38               0 0
16 38       0.0472709 40.8248
17 38         5.43429 16.5386
18 38               0 0
19 38        0.384799 40.8248
20 38               0 0
21 38               0 0
22 38 0. 0.
23 38 0. 0.
24 38 0. 0.
25 38 0. 0.
26 38 0. 0.
27 38 0. 0.
28 38 0. 0.
29 38 0. 0.
30 38 0. 0.
31 38 0. 0.
32 38 0. 0.
33 38 0. 0.
34 38 0. 0.

# Block n: 3 A:39
1 39 0. 0.
2 39 0. 0.
3 39 0. 0.
4 39 0. 0.
5 39 0. 0.
6 39 0. 0.
7 39 0. 0.
8 39 0. 0.
9 39 0. 0.
10 39 0. 0.
11 39 0. 0.
12 39 0. 0.
13 39 0. 0.
14 39               0 0
15 39               0 0
16 39               0 0
17 39         5.21709 8.60854
18 39     1.58459e-05 3.22876
19 39               0 0
20 39               0 0
21 39               0 0
22 39 0. 0.
23 39 0. 0.
24 39 0. 0.
25 39 0. 0.
26 39 0. 0.
27 39 0. 0.
28 39 0. 0.
29 39 0. 0.
30 39 0. 0.
31 39 0. 0.
32 39 0. 0.
33 39 0. 0.
34 39 0. 0.

# Block n: 3 A:40
1 40 0. 0.
2 40 0. 0.
3 40 0. 0.
4 40 0. 0.
5 40 0. 0.
6 40 0. 0.
7 40 0. 0.
8 40 0. 0.
9 40 0. 0.
10 40 0. 0.
11 40 0. 0.
12 40 0. 0.
13 40 0. 0.
14 40               0 0
15 40               0 0
16 40               0 0
17 40        0.187464 20.787
18 40               0 0
19 40     9.13862e-13 4.19255
20 40               0 0
21 40               0 0
22 40               0 0
23 40 0. 0.
24 40 0. 0.
25 40 0. 0.
26 40 0. 0.
27 40 0. 0.
28 40 0. 0.
29 40 0. 0.
30 40 0. 0.
31 40 0. 0.
32 40 0. 0.
33 40 0. 0.
34 40 0. 0.

# Block n: 3 A:41
1 41 0. 0.
2 41 0. 0.
3 41 0. 0.
4 41 0. 0.
5 41 0. 0.
6 41 0. 0.
7 41 0. 0.
8 41 0. 0.
9 41 0. 0.
10 41 0. 0.
11 41 0. 0.
12 41 0. 0.
13 41 0. 0.
14 41 0. 0.
15 41               0 0
16 41               0 0
17 41               0 0
18 41       0.0238066 99
19 41               0 0
20 41               0 0
21 41               0 0
22 41               0 0
23 41 0. 0.
24 41 0. 0.
25 41 0. 0.
26 41 0. 0.
27 41 0. 0.
28 41 0. 0.
29 41 0. 0.
30 41 0. 0.
31 41 0. 0.
32 41 0. 0.
33 41 0. 0.
34 41 0. 0.

# Block n: 3 A:42
1 42 0. 0.
2 42 0. 0.
3 42 0. 0.
4 42 0. 0.
5 42 0. 0.
6 42 0. 0.
7 42 0. 0.
8 42 0. 0.
9 42 0. 0.
10 42 0. 0.
11 42 0. 0.
12 42 0. 0.
13 42 0. 0.
14 42 0. 0.
15 42               0 0
16 42               0 0
17 42               0 0
18 42               0 0
19 42               0 0
20 42               0 0
21 42               0 0
22 42               0 0
23 42               0 0
24 42 0. 0.
25 42 0. 0.
26 42 0. 0.
27 42 0. 0.
28 42 0. 0.
29 42 0. 0.
30 42 0. 0.
31 42 0. 0.
32 42 0. 0.
33 42 0. 0.
34 42 0. 0.

# Block n: 3 A:43
1 43 0. 0.
2 43 0. 0.
3 43 0. 0.
4 43 0. 0.
5 43 0. 0.
6 43 0. 0.
7 43 0. 0.
8 43 0. 0.
9 43 0. 0.
10 43 0. 0.
11 43 0. 0.
12 43 0. 0.
13 43 0. 0.
14 43 0. 0.
15 43 0. 0.
16 43               0 0
17 43               0 0
18 43               0 0
19 43               0 0
20 43               0 0
21 43       0.0116525 99
22 43               0 0
23 43               0 0
24 43 0. 0.
25 43 0. 0.
26 43 0. 0.
27 43 0. 0.
28 43 0. 0.
29 43 0. 0.
30 43 0. 0.
31 43 0. 0.
32 43 0. 0.
33 43 0. 0.
34 43 0. 0.

# Block n: 3 A:44
1 44 0. 0.
2 44 0. 0.
3 44 0. 0.
4 44 0. 0.
5 44 0. 0.
6 44 0. 0.
7 44 0. 0.
8 44 0. 0.
9 44 0. 0.
10 44 0. 0.
11 44 0. 0.
12 44 0. 0.
13 44 0. 0.
14 44 0. 0.
15 44 0. 0.
16 44               0 0
17 44               0 0
18 44               0 0
19 44               0 0
20 44               0 0
21 44       0.0343154 40.7409
22 44     9.08207e-08 99
23 44               0 0
24 44               0 0
25 44 0. 0.
26 44 0. 0.
27 44 0. 0.
28 44 0. 0.
29 44 0. 0.
30 44 0. 0.
31 44 0. 0.
32 44 0. 0.
33 44 0. 0.
34 44 0. 0.

# Block n: 3 A:45
1 45 0. 0.
2 45 0. 0.
3 45 0. 0.
4 45 0. 0.
5 45 0. 0.
6 45 0. 0.
7 45 0. 0.
8 45 0. 0.
9 45 0. 0.
10 45 0. 0.
11 45 0. 0.
12 45 0. 0.
13 45 0. 0.
14 45 0. 0.
15 45 0. 0.
16 45 0. 0.
17 45               0 0
18 45               0 0
19 45               0 0
20 45     1.20556e-05 99
21 45               0 0
22 45       0.0291567 61.2372
23 45               0 0
24 45               0 0
25 45 0. 0.
26 45 0. 0.
27 45 0. 0.
28 45 0. 0.
29 45 0. 0.
30 45 0. 0.
31 45 0. 0.
32 45 0. 0.
33 45 0. 0.
34 45 0. 0.

# Block n: 3 A:46
1 46 0. 0.
2 46 0. 0.
3 46 0. 0.
4 46 0. 0.
5 46 0. 0.
6 46 0. 0.
7 46 0. 0.
8 46 0. 0.
9 46 0. 0.
10 46 0. 0.
11 46 0. 0.
12 46 0. 0.
13 46 0. 0.
14 46 0. 0.
15 46 0. 0.
16 46 0. 0.
17 46               0 0
18 46               0 0
19 46               0 0
20 46               0 0
21 46     0.000140372 66.6667
22 46               0 0
23 46               0 0
24 46               0 0
25 46               0 0
26 46 0. 0.
27 46 0. 0.
28 46 0. 0.
29 46 0. 0.
30 46 0. 0.
31 46 0. 0.
32 46 0. 0.
33 46 0. 0.
34 46 0. 0.

# Block n: 3 A:47
1 47 0. 0.
2 47 0. 0.
3 47 0. 0.
4 47 0. 0.
5 47 0. 0.
6 47 0. 0.
7 47 0. 0.
8 47 0. 0.
9 47 0. 0.
10 47 0. 0.
11 47 0. 0.
12 47 0. 0.
13 47 0. 0.
14 47 0. 0.
15 47 0. 0.
16 47 0. 0.
17 47 0. 0.
18 47               0 0
19 47               0 0
20 47               0 0
21 47     0.000584294 99
22 47               0 0
23 47        0.200001 66.6667
24 47               0 0
25 47               0 0
26 47 0. 0.
27 47 0. 0.
28 47 0. 0.
29 47 0. 0.
30 47 0. 0.
31 47 0. 0.
32 47 0. 0.
33 47 0. 0.
34 47 0. 0.

# Block n: 3 A:48
1 48 0. 0.
2 48 0. 0.
3 48 0. 0.
4 48 0. 0.
5 48 0. 0.
6 48 0. 0.
7 48 0. 0.
8 48 0. 0.
9 48 0. 0.
10 48 0. 0.
11 48 0. 0.
12 48 0. 0.
13 48 0. 0.
14 48 0. 0.
15 48 0. 0.
16 48 0. 0.
17 48 0. 0.
18 48               0 0
19 48               0 0
20 48               0 0
21 48               0 0
22 48               0 0
23 48      0.00282256 22.3711
24 48      0.00216774 99
25 48               0 0
26 48               0 0
27 48 0. 0.
28 48 0. 0.
29 48 0. 0.
30 48 0. 0.
31 48 0. 0.
32 48 0. 0.
33 48 0. 0.
34 48 0. 0.

# Block n: 3 A:49
1 49 0. 0.
2 49 0. 0.
3 49 0. 0.
4 49 0. 0.
5 49 0. 0.
6 49 0. 0.
7 49 0. 0.
8 49 0. 0.
9 49 0. 0.
10 49 0. 0.
11 49 0. 0.
12 49 0. 0.
13 49 0. 0.
14 49 0. 0.
15 49 0. 0.
16 49 0. 0.
17 49 0. 0.
18 49 0. 0.
19 49               0 0
20 49               0 0
21 49               0 0
22 49               0 0
23 49     0.000340967 21.5899
24 49         1.30834 13.8193
25 49               0 0
26 49               0 0
27 49 0. 0.
28 49 0. 0.
29 49 0. 0.
30 49 0. 0.
31 49 0. 0.
32 49 0. 0.
33 49 0. 0.
34 49 0. 0.

# Block n: 3 A:50
1 50 0. 0.
2 50 0. 0.
3 50 0. 0.
4 50 0. 0.
5 50 0. 0.
6 50 0. 0.
7 50 0. 0.
8 50 0. 0.
9 50 0. 0.
10 50 0. 0.
11 50 0. 0.
12 50 0. 0.
13 50 0. 0.
14 50 0. 0.
15 50 0. 0.
16 50 0. 0.
17 50 0. 0.
18 50 0. 0.
19 50               0 0
20 50               0 0
21 50               0 0
22 50               0 0
23 50               0 0
24 50               0 0
25 50               0 0
26 50               0 0
27 50               0 0
28 50 0. 0.
29 50 0. 0.
30 50 0. 0.
31 50 0. 0.
32 50 0. 0.
33 50 0. 0.
34 50 0. 0.

# Block n: 3 A:51
1 51 0. 0.
2 51 0. 0.
3 51 0. 0.
4 51 0. 0.
5 51 0. 0.
6 51 0. 0.
7 51 0. 0.
8 51 0. 0.
9 51 0. 0.
10 51 0. 0.
11 51 0. 0.
12 51 0. 0.
13 51 0. 0.
14 51 0. 0.
15 51 0. 0.
16 51 0. 0.
17 51 0. 0.
18 51 0. 0.
19 51 0. 0.
20 51               0 0
21 51               0 0
22 51               0 0
23 51               0 0
24 51       0.0144266 8.63491
25 51         1.16753 18.9517
26 51               0 0
27 51               0 0
28 51 0. 0.
29 51 0. 0.
30 51 0. 0.
31 51 0. 0.
32 51 0. 0.
33 51 0. 0.
34 51 0. 0.

# Block n: 3 A:52
1 52 0. 0.
2 52 0. 0.
3 52 0. 0.
4 52 0. 0.
5 52 0. 0.
6 52 0. 0.
7 52 0. 0.
8 52 0. 0.
9 52 0. 0.
10 52 0. 0.
11 52 0. 0.
12 52 0. 0.
13 52 0. 0.
14 52 0. 0.
15 52 0. 0.
16 52 0. 0.
17 52 0. 0.
18 52 0. 0.
19 52 0. 0.
20 52               0 0
21 52               0 0
22 52               0 0
23 52        0.706144 48.4452
24 52               0 0
25 52       0.0371342 7.42095
26 52        0.027938 63.2456
27 52               0 0
28 52               0 0
29 52 0. 0.
30 52 0. 0.
31 52 0. 0.
32 52 0. 0.
33 52 0. 0.
34 52 0. 0.

# Block n: 3 A:53
1 53 0. 0.
2 53 0. 0.
3 53 0. 0.
4 53 0. 0.
5 53 0. 0.
6 53 0. 0.
7 53 0. 0.
8 53 0. 0.
9 53 0. 0.
10 53 0. 0.
11 53 0. 0.
12 53 0. 0.
13 53 0. 0.
14 53 0. 0.
15 53 0. 0.
16 53 0. 0.
17 53 0. 0.
18 53 0. 0.
19 53 0. 0.
20 53 0. 0.
21 53               0 0
22 53               0 0
23 53               0 0
24 53               0 0
25 53     1.74901e-09 2.06262
26 53         20.8983 11.6177
27 53               0 0
28 53               0 0
29 53 0. 0.
30 53 0. 0.
31 53 0. 0.
32 53 0. 0.
33 53 0. 0.
34 53 0. 0.

# Block n: 3 A:54
1 54 0. 0.
2 54 0. 0.
3 54 0. 0.
4 54 0. 0.
5 54 0. 0.
6 54 0. 0.
7 54 0. 0.
8 54 0. 0.
9 54 0. 0.
10 54 0. 0.
11 54 0. 0.
12 54 0. 0.
13 54 0. 0.
14 54 0. 0.
15 54 0. 0.
16 54 0. 0.
17 54 0. 0.
18 54 0. 0.
19 54 0. 0.
20 54 0. 0.
21 54               0 0
22 54               0 0
23 54               0 0
24 54               0 0
25 54      0.00933731 2.64676
26 54               0 0
27 54               0 0
28 54               0 0
29 54               0 0
30 54 0. 0.
31 54 0. 0.
32 54 0. 0.
33 54 0. 0.
34 54 0. 0.

# Block n: 3 A:55
1 55 0. 0.
2 55 0. 0.
3 55 0. 0.
4 55 0. 0.
5 55 0. 0.
6 55 0. 0.
7 55 0. 0.
8 55 0. 0.
9 55 0. 0.
10 55 0. 0.
11 55 0. 0.
12 55 0. 0.
13 55 0. 0.
14 55 0. 0.
15 55 0. 0.
16 55 0. 0.
17 55 0. 0.
18 55 0. 0.
19 55 0. 0.
20 55 0. 0.
21 55 0. 0.
22 55               0 0
23 55               0 0
24 55        0.191257 61.2372
25 55               0 0
26 55      0.00973576 0.838129
27 55        0.713413 8.18773
28 55               0 0
29 55               0 0
30 55 0. 0.
31 55 0. 0.
32 55 0. 0.
33 55 0. 0.
34 55 0. 0.

# Block n: 3 A:56
1 56 0. 0.
2 56 0. 0.
3 56 0. 0.
4 56 0. 0.
5 56 0. 0.
6 56 0. 0.
7 56 0. 0.
8 56 0. 0.
9 56 0. 0.
10 56 0. 0.
11 56 0. 0.
12 56 0. 0.
13 56 0. 0.
14 56 0. 0.
15 56 0. 0.
16 56 0. 0.
17 56 0. 0.
18 56 0. 0.
19 56 0. 0.
20 56 0. 0.
21 56 0. 0.
22 56               0 0
23 56               0 0
24 56               0 0
25 56         4.12373 9.8215
26 56               0 0
27 56       0.0962445 0.480117
28 56       0.0245013 7.61568
29 56               0 0
30 56               0 0
31 56 0. 0.
32 56 0. 0.
33 56 0. 0.
34 56 0. 0.

# Block n: 3 A:57
1 57 0. 0.
2 57 0. 0.
3 57 0. 0.
4 57 0. 0.
5 57 0. 0.
6 57 0. 0.
7 57 0. 0.
8 57 0. 0.
9 57 0. 0.
10 57 0. 0.
11 57 0. 0.
12 57 0. 0.
13 57 0. 0.
14 57 0. 0.
15 57 0. 0.
16 57 0. 0.
17 57 0. 0.
18 57 0. 0.
19 57 0. 0.
20 57 0. 0.
21 57 0. 0.
22 57 0. 0.
23 57               0 0
24 57               0 0
25 57         1.30733 9.95859
26 57               0 0
27 57        0.104223 1.0541
28 57        0.950363 3.79688
29 57               0 0
30 57               0 0
31 57 0. 0.
32 57 0. 0.
33 57 0. 0.
34 57 0. 0.

# Block n: 3 A:58
1 58 0. 0.
2 58 0. 0.
3 58 0. 0.
4 58 0. 0.
5 58 0. 0.
6 58 0. 0.
7 58 0. 0.
8 58 0. 0.
9 58 0. 0.
10 58 0. 0.
11 58 0. 0.
12 58 0. 0.
13 58 0. 0.
14 58 0. 0.
15 58 0. 0.
16 58 0. 0.
17 58 0. 0.
18 58 0. 0.
19 58 0. 0.
20 58 0. 0.
21 58 0. 0.
22 58 0. 0.
23 58               0 0
24 58               0 0
25 58               0 0
26 58               0 0
27 58        0.297244 1.30423
28 58               0 0
29 58     5.48063e-28 13.8747
30 58               0 0
31 58               0 0
32 58 0. 0.
33 58 0. 0.
34 58 0. 0.

# Block n: 3 A:59
1 59 0. 0.
2 59 0. 0.
3 59 0. 0.
4 59 0. 0.
5 59 0. 0.
6 59 0. 0.
7 59 0. 0.
8 59 0. 0.
9 59 0. 0.
10 59 0. 0.
11 59 0. 0.
12 59 0. 0.
13 59 0. 0.
14 59 0. 0.
15 59 0. 0.
16 59 0. 0.
17 59 0. 0.
18 59 0. 0.
19 59 0. 0.
20 59 0. 0.
21 59 0. 0.
22 59 0. 0.
23 59 0. 0.
24 59               0 0
25 59               0 0
26 59      0.00370051 5.77105
27 59               0 0
28 59      2.2529e-06 0.591735
29 59         13.3094 3.81558
30 59               0 0
31 59               0 0
32 59 0. 0.
33 59 0. 0.
34 59 0. 0.

# Block n: 3 A:60
1 60 0. 0.
2 60 0. 0.
3 60 0. 0.
4 60 0. 0.
5 60 0. 0.
6 60 0. 0.
7 60 0. 0.
8 60 0. 0.
9 60 0. 0.
10 60 0. 0.
11 60 0. 0.
12 60 0. 0.
13 60 0. 0.
14 60 0. 0.
15 60 0. 0.
16 60 0. 0.
17 60 0. 0.
18 60 0. 0.
19 60 0. 0.
20 60 0. 0.
21 60 0. 0.
22 60 0. 0.
23 60 0. 0.
24 60               0 0
25 60               0 0
26 60     2.66325e-11 35.6678
27 60      0.00164124 0.964109
28 60               0 0
29 60         444.143 2.1878
30 60         3.37473 8.97719
31 60               0 0
32 60               0 0
33 60 0. 0.
34 60 0. 0.

# Block n: 3 A:61
1 61 0. 0.
2 61 0. 0.
3 61 0. 0.
4 61 0. 0.
5 61 0. 0.
6 61 0. 0.
7 61 0. 0.
8 61 0. 0.
9 61 0. 0.
10 61 0. 0.
11 61 0. 0.
12 61 0. 0.
13 61 0. 0.
14 61 0. 0.
15 61 0. 0.
16 61 0. 0.
17 61 0. 0.
18 61 0. 0.
19 61 0. 0.
20 61 0. 0.
21 61 0. 0.
22 61 0. 0.
23 61 0. 0.
24 61 0. 0.
25 61               0 0
26 61               0 0
27 61         15.5868 6.61316
28 61               0 0
29 61         474.594 0.542796
30 61          19.145 3.11868
31 61               0 0
32 61               0 0
33 61 0. 0.
34 61 0. 0.

# Block n: 3 A:62
1 62 0. 0.
2 62 0. 0.
3 62 0. 0.
4 62 0. 0.
5 62 0. 0.
6 62 0. 0.
7 62 0. 0.
8 62 0. 0.
9 62 0. 0.
10 62 0. 0.
11 62 0. 0.
12 62 0. 0.
13 62 0. 0.
14 62 0. 0.
15 62 0. 0.
16 62 0. 0.
17 62 0. 0.
18 62 0. 0.
19 62 0. 0.
20 62 0. 0.
21 62 0. 0.
22 62 0. 0.
23 62 0. 0.
24 62 0. 0.
25 62               0 0
26 62               0 0
27 62          1.8523 17.7255
28 62               0 0
29 62         8214.92 0.208225
30 62         41.0074 1.38044
31 62               0 0
32 62               0 0
33 62               0 0
34 62 0. 0.

# Block n: 3 A:63
1 63 0. 0.
2 63 0. 0.
3 63 0. 0.
4 63 0. 0.
5 63 0. 0.
6 63 0. 0.
7 63 0. 0.
8 63 0. 0.
9 63 0. 0.
10 63 0. 0.
11 63 0. 0.
12 63 0. 0.
13 63 0. 0.
14 63 0. 0.
15 63 0. 0.
16 63 0. 0.
17 63 0. 0.
18 63 0. 0.
19 63 0. 0.
20 63 0. 0.
21 63 0. 0.
22 63 0. 0.
23 63 0. 0.
24 63 0. 0.
25 63 0. 0.
26 63               0 0
27 63       0.0031592 11.0848
28 63     0.000246099 0.569185
29 63               0 0
30 63         1345.02 0.47384
31 63        0.160839 7.03154
32 63               0 0
33 63               0 0
34 63 0. 0.

# Block n: 3 A:64
1 64 0. 0.
2 64 0. 0.
3 64 0. 0.
4 64 0. 0.
5 64 0. 0.
6 64 0. 0.
7 64 0. 0.
8 64 0. 0.
9 64 0. 0.
10 64 0. 0.
11 64 0. 0.
12 64 0. 0.
13 64 0. 0.
14 64 0. 0.
15 64 0. 0.
16 64 0. 0.
17 64 0. 0.
18 64 0. 0.
19 64 0. 0.
20 64 0. 0.
21 64 0. 0.
22 64 0. 0.
23 64 0. 0.
24 64 0. 0.
25 64 0. 0.
26 64               0 0
27 64               0 0
28 64               0 0
29 64          89.236 0.689963
30 64               0 0
31 64         133.923 3.01253
32 64               0 0
33 64               0 0
34 64               0 0

# Block n: 3 A:65
1 65 0. 0.
2 65 0. 0.
3 65 0. 0.
4 65 0. 0.
5 65 0. 0.
6 65 0. 0.
7 65 0. 0.
8 65 0. 0.
9 65 0. 0.
10 65 0. 0.
11 65 0. 0.
12 65 0. 0.
13 65 0. 0.
14 65 0. 0.
15 65 0. 0.
16 65 0. 0.
17 65 0. 0.
18 65 0. 0.
19 65 0. 0.
20 65 0. 0.
21 65 0. 0.
22 65 0. 0.
23 65 0. 0.
24 65 0. 0.
25 65 0. 0.
26 65 0. 0.
27 65               0 0
28 65         2.32993 8.60441
29 65               0 0
30 65        0.163506 0.621966
31 65         183.873 1.66166
32 65               0 0
33 65               0 0
34 65               0 0

# Block n: 3 A:66
1 66 0. 0.
2 66 0. 0.
3 66 0. 0.
4 66 0. 0.
5 66 0. 0.
6 66 0. 0.
7 66 0. 0.
8 66 0. 0.
9 66 0. 0.
10 66 0. 0.
11 66 0. 0.
12 66 0. 0.
13 66 0. 0.
14 66 0. 0.
15 66 0. 0.
16 66 0. 0.
17 66 0. 0.
18 66 0. 0.
19 66 0. 0.
20 66 0. 0.
21 66 0. 0.
22 66 0. 0.
23 66 0. 0.
24 66 0. 0.
25 66 0. 0.
26 66 0. 0.
27 66               0 0
28 66      0.00257836 40.8248
29 66         113.282 2.73878
30 66               0 0
31 66         18.0674 1.39065
32 66               0 0
33 66               0 0
34 66               0 0

# Block n: 3 A:67
1 67 0. 0.
2 67 0. 0.
3 67 0. 0.
4 67 0. 0.
5 67 0. 0.
6 67 0. 0.
7 67 0. 0.
8 67 0. 0.
9 67 0. 0.
10 67 0. 0.
11 67 0. 0.
12 67 0. 0.
13 67 0. 0.
14 67 0. 0.
15 67 0. 0.
16 67 0. 0.
17 67 0. 0.
18 67 0. 0.
19 67 0. 0.
20 67 0. 0.
21 67 0. 0.
22 67 0. 0.
23 67 0. 0.
24 67 0. 0.
25 67 0. 0.
26 67 0. 0.
27 67 0. 0.
28 67               0 0
29 67        0.452477 4.93043
30 67               0 0
31 67         2.11359 1.08142
32 67               0 0
33 67               0 0
34 67               0 0

# Block n: 3 A:68
1 68 0. 0.
2 68 0. 0.
3 68 0. 0.
4 68 0. 0.
5 68 0. 0.
6 68 0. 0.
7 68 0. 0.
8 68 0. 0.
9 68 0. 0.
10 68 0. 0.
11 68 0. 0.
12 68 0. 0.
13 68 0. 0.
14 68 0. 0.
15 68 0. 0.
16 68 0. 0.
17 68 0. 0.
18 68 0. 0.
19 68 0. 0.
20 68 0. 0.
21 68 0. 0.
22 68 0. 0.
23 68 0. 0.
24 68 0. 0.
25 68 0. 0.
26 68 0. 0.
27 68 0. 0.
28 68     0.000208783 99
29 68         0.41609 45.0183
30 68               0 0
31 68         67.5301 2.65198
32 68               0 0
33 68               0 0
34 68               0 0

# Block n: 3 A:69
1 69 0. 0.
2 69 0. 0.
3 69 0. 0.
4 69 0. 0.
5 69 0. 0.
6 69 0. 0.
7 69 0. 0.
8 69 0. 0.
9 69 0. 0.
10 69 0. 0.
11 69 0. 0.
12 69 0. 0.
13 69 0. 0.
14 69 0. 0.
15 69 0. 0.
16 69 0. 0.
17 69 0. 0.
18 69 0. 0.
19 69 0. 0.
20 69 0. 0.
21 69 0. 0.
22 69 0. 0.
23 69 0. 0.
24 69 0. 0.
25 69 0. 0.
26 69 0. 0.
27 69 0. 0.
28 69 0. 0.
29 69         1.01897 26.0859
30 69         8.51133 3.86354
31 69               0 0
32 69               0 0
33 69               0 0
34 69               0 0

# Block n: 3 A:70
1 70 0. 0.
2 70 0. 0.
3 70 0. 0.
4 70 0. 0.
5 70 0. 0.
6 70 0. 0.
7 70 0. 0.
8 70 0. 0.
9 70 0. 0.
10 70 0. 0.
11 70 0. 0.
12 70 0. 0.
13 70 0. 0.
14 70 0. 0.
15 70 0. 0.
16 70 0. 0.
17 70 0. 0.
18 70 0. 0.
19 70 0. 0.
20 70 0. 0.
21 70 0. 0.
22 70 0. 0.
23 70 0. 0.
24 70 0. 0.
25 70 0. 0.
26 70 0. 0.
27 70 0. 0.
28 70 0. 0.
29 70      0.00402704 99
30 70               0 0
31 70         4.83475 15.3268
32 70               0 0
33 70               0 0
34 70               0 0

# Block n: 3 A:71
1 71 0. 0.
2 71 0. 0.
3 71 0. 0.
4 71 0. 0.
5 71 0. 0.
6 71 0. 0.
7 71 0. 0.
8 71 0. 0.
9 71 0. 0.
10 71 0. 0.
11 71 0. 0.
12 71 0. 0.
13 71 0. 0.
14 71 0. 0.
15 71 0. 0.
16 71 0. 0.
17 71 0. 0.
18 71 0. 0.
19 71 0. 0.
20 71 0. 0.
21 71 0. 0.
22 71 0. 0.
23 71 0. 0.
24 71 0. 0.
25 71 0. 0.
26 71 0. 0.
27 71 0. 0.
28 71 0. 0.
29 71 0. 0.
30 71               0 0
31 71               0 0
32 71               0 0
33 71               0 0
34 71               0 0

# Block n: 3 A:72
1 72 0. 0.
2 72 0. 0.
3 72 0. 0.
4 72 0. 0.
5 72 0. 0.
6 72 0. 0.
7 72 0. 0.
8 72 0. 0.
9 72 0. 0.
10 72 0. 0.
11 72 0. 0.
12 72 0. 0.
13 72 0. 0.
14 72 0. 0.
15 72 0. 0.
16 72 0. 0.
17 72 0. 0.
18 72 0. 0.
19 72 0. 0.
20 72 0. 0.
21 72 0. 0.
22 72 0. 0.
23 72 0. 0.
24 72 0. 0.
25 72 0. 0.
26 72 0. 0.
27 72 0. 0.
28 72 0. 0.
29 72 0. 0.
30 72               0 0
31 72               0 0
32 72               0 0
33 72               0 0
34 72               0 0

# Block n: 3 A:73
1 73 0. 0.
2 73 0. 0.
3 73 0. 0.
4 73 0. 0.
5 73 0. 0.
6 73 0. 0.
7 73 0. 0.
8 73 0. 0.
9 73 0. 0.
10 73 0. 0.
11 73 0. 0.
12 73 0. 0.
13 73 0. 0.
14 73 0. 0.
15 73 0. 0.
16 73 0. 0.
17 73 0. 0.
18 73 0. 0.
19 73 0. 0.
20 73 0. 0.
21 73 0. 0.
22 73 0. 0.
23 73 0. 0.
24 73 0. 0.
25 73 0. 0.
26 73 0. 0.
27 73 0. 0.
28 73 0. 0.
29 73 0. 0.
30 73 0. 0.
31 73               0 0
32 73               0 0
33 73               0 0
34 73               0 0

# Block n: 3 A:74
1 74 0. 0.
2 74 0. 0.
3 74 0. 0.
4 74 0. 0.
5 74 0. 0.
6 74 0. 0.
7 74 0. 0.
8 74 0. 0.
9 74 0. 0.
10 74 0. 0.
11 74 0. 0.
12 74 0. 0.
13 74 0. 0.
14 74 0. 0.
15 74 0. 0.
16 74 0. 0.
17 74 0. 0.
18 74 0. 0.
19 74 0. 0.
20 74 0. 0.
21 74 0. 0.
22 74 0. 0.
23 74 0. 0.
24 74 0. 0.
25 74 0. 0.
26 74 0. 0.
27 74 0. 0.
28 74 0. 0.
29 74 0. 0.
30 74 0. 0.
31 74               0 0
32 74               0 0
33 74               0 0
34 74               0 0

# Block n: 3 A:75
1 75 0. 0.
2 75 0. 0.
3 75 0. 0.
4 75 0. 0.
5 75 0. 0.
6 75 0. 0.
7 75 0. 0.
8 75 0. 0.
9 75 0. 0.
10 75 0. 0.
11 75 0. 0.
12 75 0. 0.
13 75 0. 0.
14 75 0. 0.
15 75 0. 0.
16 75 0. 0.
17 75 0. 0.
18 75 0. 0.
19 75 0. 0.
20 75 0. 0.
21 75 0. 0.
22 75 0. 0.
23 75 0. 0.
24 75 0. 0.
25 75 0. 0.
26 75 0. 0.
27 75 0. 0.
28 75 0. 0.
29 75 0. 0.
30 75 0. 0.
31 75 0. 0.
32 75               0 0
33 75               0 0
34 75               0 0

# Block n: 3 A:76
1 76 0. 0.
2 76 0. 0.
3 76 0. 0.
4 76 0. 0.
5 76 0. 0.
6 76 0. 0.
7 76 0. 0.
8 76 0. 0.
9 76 0. 0.
10 76 0. 0.
11 76 0. 0.
12 76 0. 0.
13 76 0. 0.
14 76 0. 0.
15 76 0. 0.
16 76 0. 0.
17 76 0. 0.
18 76 0. 0.
19 76 0. 0.
20 76 0. 0.
21 76 0. 0.
22 76 0. 0.
23 76 0. 0.
24 76 0. 0.
25 76 0. 0.
26 76 0. 0.
27 76 0. 0.
28 76 0. 0.
29 76 0. 0.
30 76 0. 0.
31 76 0. 0.
32 76               0 0
33 76               0 0
34 76               0 0

# Block n: 3 A:77
1 77 0. 0.
2 77 0. 0.
3 77 0. 0.
4 77 0. 0.
5 77 0. 0.
6 77 0. 0.
7 77 0. 0.
8 77 0. 0.
9 77 0. 0.
